time_key,open,high,low,close,volume,time_clean
2026-07-17 00:00:00,822.525,903.96,804.0,848.95,63346278.0,2026-07-17
2026-07-20 00:00:00,885.57,900.9999,858.9,865.46,37705237.0,2026-07-20
2026-07-21 00:00:00,925.35,982.88,916.5701,970.82,49369020.0,2026-07-21
2026-07-22 00:00:00,938.25,982.62,936.06,959.48,31588637.0,2026-07-22
2026-07-23 00:00:00,975.13,1011.77,964.4,990.21,40196319.0,2026-07-23
2026-07-24 00:00:00,959.03,967.14,904.0,920.95,40803073.0,2026-07-24
2026-07-27 00:00:00,932.445,935.0,854.79,900.2,47591161.0,2026-07-27
2026-07-28 00:00:00,839.61,848.36,789.09,820.53,61039321.0,2026-07-28
2026-07-29 00:00:00,833.0,841.8,737.88,739.0,69845966.0,2026-07-29
2026-07-30 00:00:00,793.135,882.5,789.0,874.66,63075299.0,2026-07-30
2026-07-31 00:00:00,919.65,930.88,818.0,823.03,54538600.0,2026-07-31
2026-08-03 00:00:00,786.355,836.62,770.1,829.5,42607140.0,2026-08-03
2026-08-04 00:00:00,866.82,902.4299,858.5,892.67,37478559.0,2026-08-04
2026-08-05 00:00:00,885.3,928.98,881.2,893.19,34720297.0,2026-08-05
2026-08-06 00:00:00,843.11,913.33,827.0,881.47,35784117.0,2026-08-06
2026-08-07 00:00:00,903.6,904.8,847.02,877.57,34568477.0,2026-08-07
2026-08-10 00:00:00,863.665,894.989,854.4,861.0,27818627.0,2026-08-10
2026-08-11 00:00:00,871.8,879.0,844.62,868.52,29438280.0,2026-08-11
2026-08-12 00:00:00,912.94,935.8,899.54,911.29,36804916.0,2026-08-12
2026-08-13 00:00:00,912.89,978.0,906.5,949.83,36704680.0,2026-08-13
2026-08-14 00:00:00,979.32,984.0,956.2,971.66,27881135.0,2026-08-14
2026-08-17 00:00:00,999.55,1036.13,995.26,1011.75,33430506.0,2026-08-17
2026-08-18 00:00:00,957.1,978.67,926.64,940.76,37305990.0,2026-08-18
2026-08-19 00:00:00,959.355,960.0,915.18,937.105,26901876.0,2026-08-19
2026-08-20 00:00:00,935.01,977.28,929.07,974.33,25212225.0,2026-08-20
2026-08-21 00:00:00,989.675,989.96,958.26,966.78,21823443.0,2026-08-21
2026-08-24 00:00:00,934.78,936.45,887.605,910.43,30012631.0,2026-08-24
2026-08-25 00:00:00,928.975,946.67,916.3,932.97,19163180.0,2026-08-25
2026-08-26 00:00:00,925.74,945.7499,924.6,938.4,18721684.0,2026-08-26
2026-08-27 00:00:00,967.01,968.71,906.89,935.39,28838465.0,2026-08-27
2026-08-28 00:00:00,919.29,946.7999,909.09,932.86,22890088.0,2026-08-28
2026-08-31 00:00:00,931.39,959.9699,930.79,958.73,22569478.0,2026-08-31
2026-09-01 00:00:00,941.125,969.44,922.39,933.44,27762236.0,2026-09-01
2026-09-02 00:00:00,930.825,958.0,927.1569,956.08,21440498.0,2026-09-02
2026-09-03 00:00:00,956.91,959.76,918.8801,958.16,24175871.0,2026-09-03
2026-09-04 00:00:00,971.335,1017.77,969.0,1016.59,35249519.0,2026-09-04
2026-09-08 00:00:00,1036.4,1041.07,997.62,1000.26,26604914.0,2026-09-08
