time_key,time_clean,open,high,low,close,volume
2025-09-15 17:00:00,2025-09-15 17:00,157.43212288,157.557122257,157.347458765,157.517186354,258631.0
2025-09-15 18:00:00,2025-09-15 18:00,157.517186354,157.555524821,157.247619007,157.247619007,14390.0
2025-09-15 19:00:00,2025-09-15 19:00,157.247619007,157.547138281,157.237635031,157.427330572,11560.0
2025-09-15 20:00:00,2025-09-15 20:00,157.427330572,157.427330572,157.426731533,157.426731533,979.0
2025-09-16 04:00:00,2025-09-16 04:00,157.517186354,160.382587411,157.517186354,160.05311621,71073.0
2025-09-16 05:00:00,2025-09-16 05:00,160.023164282,160.24281175,159.843452718,159.943292476,39719.0
2025-09-16 06:00:00,2025-09-16 06:00,159.943292476,160.043132234,159.184510314,159.444093685,39499.0
2025-09-16 07:00:00,2025-09-16 07:00,159.444093685,159.703677056,158.565503814,158.944894895,70769.0
2025-09-16 08:00:00,2025-09-16 08:00,158.944894895,159.212465446,158.26598454,158.57548779,188561.0
2025-09-16 09:00:00,2025-09-16 09:00,158.57548779,159.304318024,157.187715152,158.301926853,2855251.0
2025-09-16 10:00:00,2025-09-16 10:00,158.26598454,159.084670556,157.686913943,157.911553398,2532566.0
2025-09-16 11:00:00,2025-09-16 11:00,157.916545386,158.071297011,157.377410693,157.846657556,1632842.0
2025-09-16 12:00:00,2025-09-16 12:00,157.871617495,158.785051442,156.913155817,158.076189159,1754092.0
2025-09-16 13:00:00,2025-09-16 13:00,158.036452936,158.176128757,157.52717033,157.756801773,1252010.0
2025-09-16 14:00:00,2025-09-16 14:00,157.756801773,157.996417193,157.537154305,157.701889906,923943.0
2025-09-16 15:00:00,2025-09-16 15:00,157.736733982,158.725247427,157.666945991,158.525567911,1579178.0
2025-09-16 16:00:00,2025-09-16 16:00,158.565503814,158.785151282,158.295936467,158.365824298,3877747.0
2025-09-16 17:00:00,2025-09-16 17:00,158.365824298,158.76518333,158.346056026,158.555519838,38723.0
2025-09-16 18:00:00,2025-09-16 18:00,158.581677855,158.745215379,158.495615983,158.495615983,13553.0
2025-09-16 19:00:00,2025-09-16 19:00,158.495615983,158.635391645,158.495615983,158.525567911,29560.0
2025-09-16 20:00:00,2025-09-16 20:00,158.525567911,158.994814774,158.295936467,158.944894895,12529.0
2025-09-17 04:00:00,2025-09-17 04:00,158.565503814,158.565503814,156.848259975,156.878211902,30954.0
2025-09-17 05:00:00,2025-09-17 05:00,156.878211902,157.507202378,156.878211902,157.347458765,6089.0
2025-09-17 06:00:00,2025-09-17 06:00,157.347458765,157.547138281,157.107843346,157.52717033,18444.0
2025-09-17 07:00:00,2025-09-17 07:00,157.52717033,157.926529362,157.297538886,157.397378644,49791.0
2025-09-17 08:00:00,2025-09-17 08:00,157.397378644,157.786753701,157.307922221,157.497218402,100481.0
2025-09-17 09:00:00,2025-09-17 09:00,157.497218402,159.144574411,156.748420217,158.865023088,2414496.0
2025-09-17 10:00:00,2025-09-17 10:00,158.865023088,160.132888176,158.33587237,159.543933443,3033132.0
2025-09-17 11:00:00,2025-09-17 11:00,159.573885371,159.868412657,157.686913943,158.136192854,1985155.0
2025-09-17 12:00:00,2025-09-17 12:00,158.156160806,158.318699932,157.187715152,157.547138281,1357446.0
2025-09-17 13:00:00,2025-09-17 13:00,157.557122257,158.217063058,157.307522862,157.671937979,1363110.0
2025-09-17 14:00:00,2025-09-17 14:00,157.696897918,158.795135258,155.011208426,156.908263669,3157524.0
2025-09-17 15:00:00,2025-09-17 15:00,156.918147805,160.332667532,156.85824395,160.083068137,3052380.0
2025-09-17 16:00:00,2025-09-17 16:00,160.068092173,160.24281175,159.484029588,160.132988016,2046636.0
2025-09-17 17:00:00,2025-09-17 17:00,160.132988016,160.342651508,159.993212355,160.302715605,122849.0
2025-09-17 18:00:00,2025-09-17 18:00,160.302715605,160.632186807,160.272763677,160.632186807,38642.0
2025-09-17 19:00:00,2025-09-17 19:00,160.632186807,161.380984992,160.632186807,161.380984992,47994.0
2025-09-17 20:00:00,2025-09-17 20:00,161.380984992,161.940087638,161.380984992,161.84024788,18433.0
2025-09-18 04:00:00,2025-09-18 04:00,159.733628984,162.95845317,159.733628984,162.95845317,57379.0
2025-09-18 05:00:00,2025-09-18 05:00,162.95845317,162.988405098,162.57906209,162.788725582,19514.0
2025-09-18 06:00:00,2025-09-18 06:00,162.928501243,163.876978945,162.908533291,163.876978945,52223.0
2025-09-18 07:00:00,2025-09-18 07:00,163.837043042,163.896946896,162.738805703,163.886962921,99707.0
2025-09-18 08:00:00,2025-09-18 08:00,163.886962921,163.956850751,162.589046065,162.64894992,216472.0
2025-09-18 09:00:00,2025-09-18 09:00,162.64894992,166.612588317,161.900151734,165.923693986,4664388.0
2025-09-18 10:00:00,2025-09-18 10:00,165.908518343,169.288193994,165.908518343,168.719207213,5572376.0
2025-09-18 11:00:00,2025-09-18 11:00,168.719207213,169.108582269,167.680873728,168.329832156,2580924.0
2025-09-18 12:00:00,2025-09-18 12:00,168.34480812,169.72758877,168.269928301,169.657700939,2010568.0
2025-09-18 13:00:00,2025-09-18 13:00,169.667684915,170.176867681,168.589415527,168.913894741,2370170.0
2025-09-18 14:00:00,2025-09-18 14:00,168.908902753,169.05866239,168.000360954,168.419687938,1913446.0
2025-09-18 15:00:00,2025-09-18 15:00,168.449639866,168.888934801,167.471210236,168.519527696,3346696.0
2025-09-18 16:00:00,2025-09-18 16:00,168.531109108,169.218406003,168.499559745,169.148518173,5190532.0
2025-09-18 17:00:00,2025-09-18 17:00,169.148518173,169.1784701,169.068646366,169.1784701,4159.0
